identifiantReferentiel,titre,unite,titreCourt,titreLong,parents,categories,thematiques,actionIds,valeurCalcule,participationScore,sansValeurUtilisateur,borneMin,borneMax,precision,description,exprCible,exprSeuil,libelleCibleSeuil
cae_2.c,Consommation énergétique - chaleur/rafraîchissement,GWh,Chaleur et froid,Consommation énergétique annuelle du territoire pour la chaleur et le rafraîchissement,cae_2.a,"cae, vecteur",energie_et_climat,cae_3.2.2,,FALSE,FALSE,,,2,,,,
cae_2.d,Consommation énergétique - électricité,GWh,Electricité,Consommation énergétique annuelle du territoire pour l'électricité,cae_2.a,"cae, vecteur",energie_et_climat,cae_3.2.3,,FALSE,FALSE,,,2,,,,
cae_2.e,Consommation énergétique - résidentiel,GWh,Résidentiel,Consommation énergétique du résidentiel,cae_2.a,"agregation, cae, pcaet, secteur, clef",urbanisme_et_amenagement,cae_1.2.4,opt_val(cae_2.ea)+opt_val(cae_2.eb)+opt_val(cae_2.ec),FALSE,FALSE,,,2,,,,
cae_2.ea,Consommation énergétique - résidentiel - Chauffage / Maisons individuelles,GWh,Chauffage / Maisons individuelles,Consommation énergétique secteur résidentiel - Chauffage / Maisons individuelles,cae_2.e,cae,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,,,,
cae_2.eb,Consommation énergétique - résidentiel - Chauffage / Logement collectif,GWh,Chauffage / Logement collectif,Consommation énergétique secteur résidentiel - Chauffage / Logement collectif,cae_2.e,cae,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,,,,
cae_2.ec,Consommation énergétique - résidentiel - Autres usages,GWh,Autres usages,Consommation énergétique secteur résidentiel - Autres usages,cae_2.e,cae,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,,,,
cae_2.f,Consommation énergétique - tertiaire,GWh,Tertiaire,Consommation énergétique du tertiaire,cae_2.a,"agregation, cae, pcaet, secteur, clef",activites_economiques,cae_6.3.1,opt_val(cae_2.fa)+opt_val(cae_2.fb),FALSE,FALSE,,,2,,,,
cae_2.fa,Consommation énergétique - tertiaire - Chauffage,GWh,Chauffage,Consommation énergétique secteur tertiaire - Chauffage,cae_2.f,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.fb,Consommation énergétique - tertiaire - Autres usages,GWh,Autres usages,Consommation énergétique secteur tertiaire - Autres usages,cae_2.f,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.g,Consommation énergétique - transport routier,GWh,Transport routier,Consommation énergétique du transport routier,cae_2.m,"cae, pcaet",mobilite_et_transport,cae_1.2.2,,FALSE,FALSE,,,2,,,,
cae_2.h,"Consommation énergétique - ""autres transports""",GWh,Autres transports,"Consommation énergétique du secteur ""autres transports""",cae_2.m,"cae, pcaet",mobilite_et_transport,cae_1.2.2,,FALSE,FALSE,,,2,,,,
cae_2.i,Consommation énergétique - agriculture,GWh,Agriculture,Consommation énergétique de l'agriculture,cae_2.a,"cae, pcaet, secteur, clef",agri_alim,cae_6.4.1,,FALSE,FALSE,,,2,,,,
cae_2.j,Consommation énergétique - déchets,GWh,Déchets,Consommation énergétique des déchets,cae_2.a,"cae, pcaet, secteur, clef",eci_dechets,cae_1.2.3,,FALSE,FALSE,,,2,,,,
cae_2.k,Consommation énergétique - industrie hors branche énergie,GWh,Industrie,Consommation énergétique de l'industrie hors branche énergie,cae_2.a,"agregation, cae, pcaet, secteur, clef",activites_economiques,cae_6.3.1,opt_val(cae_2.ka)+opt_val(cae_2.kb)+opt_val(cae_2.kc)+opt_val(cae_2.kd)+opt_val(cae_2.ke)+opt_val(cae_2.kf)+opt_val(cae_2.kg),FALSE,FALSE,,,2,,,,
cae_2.ka,Consommation énergétique - industrie - Métaux primaires,GWh,Métaux primaires,Consommation énergétique du secteur Industrie - Métaux primaires,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.kb,Consommation énergétique - industrie - Chimie,GWh,Chimie,Consommation énergétique du secteur industrie - Chimie,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.kc,Consommation énergétique - industrie - Non-métalliques,GWh,Non-métalliques,Consommation énergétique du secteur industrie - Non-métalliques,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.kd,Consommation énergétique - industrie - Agro-industries,GWh,Agro-industries,Consommation énergétique du secteur industrie - Agro-industries,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.ke,Consommation énergétique - industrie - Equipements,GWh,Equipements,Consommation énergétique du secteur industrie - Equipements,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.kf,Consommation énergétique - industrie - Papier-carton,GWh,Papier-carton,Consommation énergétique du secteur industrie - Papier-carton,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.kg,Consommation énergétique - industrie - Autres industries,GWh,Autres industries,Consommation énergétique du secteur industrie - Autres industries,cae_2.k,cae,activites_economiques,,,FALSE,FALSE,,,2,,,,
cae_2.l_pcaet,Consommation énergétique - industrie branche énergie,GWh,Branche énergie,Consommation énergétique de l'industrie branche énergie,cae_2.a,"cae, pcaet, secteur, clef",energie_et_climat,,,FALSE,FALSE,,,2,,,,
cae_2.m,Consommation énergétique - transports,GWh,Transports,Consommation énergétique secteur transports,cae_2.a,"agregation, cae, secteur, clef",mobilite_et_transport,,val(cae_2.g)+opt_val(cae_2.h),FALSE,FALSE,,,2,Somme des transports routiers et autres transports.,,,
cae_2.n,Consommation énergétique - gaz,GWh,Gaz,Consommation énergétique annuelle du territoire pour le gaz,cae_2.a,"cae, vecteur",energie_et_climat,,,FALSE,FALSE,,,2,,,,
cae_2.p,Consommation énergétique - combustible solide,GWh,Combustible solide,Consommation énergétique annuelle du territoire pour les combustibles solides,cae_2.a,"cae, vecteur",energie_et_climat,,,FALSE,FALSE,,,2,,,,
cae_2.r,Consommation énergétique - autre vecteur,GWh,Autre,Consommation énergétique annuelle du territoire pour les vecteurs non identifiés,cae_2.a,"cae, vecteur",energie_et_climat,,,FALSE,FALSE,,,2,,,,
cae_20,Consommation de l’éclairage public,kWh/hab.an,,Consommation énergétique de l’éclairage public par habitant,,"clef, cae",energie_et_climat,cae_2.3.1,,TRUE,FALSE,,,2,"L’indicateur est en énergie finale et inclut les consommations pour la signalisation et l’éclairage du mobilier urbain (ex : abri-bus).

Pour les EPCI, l’indicateur n’est renseigné que si la compétence a été transférée totalement (pas uniquement sur les zones communautaires).

-   Valeur limite TETE : 90 kWh/hab (énergie finale, d'après données enquête ADEME-AITF-EDF-GDF « Energie et patrimoine communal 2012 », pour les villes moyennes)
    
-   Valeur cible TETE : 60 kWh/hab (énergie finale, d'après les meilleures scores obtenues par des collectivités Territoire Engagé Climat-Air-Energie)",60,90,Valeurs cible et limite définies par le programme T.E.T.E.
cae_21.a,Consommation d'eau dans les bâtiments publics,l/m²,,Consommation moyenne d'eau dans les bâtiments de la collectivité (l/m²),,"agregation, cae, clef",eau_assainissement,cae_2.3.2,opt_val(cae_21.b)+opt_val(cae_21.c)+opt_val(cae_21.d),FALSE,FALSE,,,2,L'objectif est de mesurer l'impact des mesures de limitation des consommations d'eau au fil des ans dans les bâtiments de la collectivités (hors piscine).,,,
cae_21.b,Consommation d'eau - bâtiments d'enseignement et crèches,l/m²,Enseignement et crèches,"Consommation moyenne d'eau dans les bâtiments ""enseignement/crèche"" de la collectivité (l/m²)",cae_21.a,cae,eau_assainissement,cae_2.3.2,,TRUE,FALSE,,,2,"Valeur limite TETE : 300
Valeurs cible TETE : 60",60,300,Valeurs cible et limite définies par le programme T.E.T.E.
cae_21.c,Consommation d'eau - bâtiments administratifs,l/m²,Administratifs,"Consommation moyenne d'eau dans les bâtiments ""administration"" de la collectivité (l/m²)",cae_21.a,cae,eau_assainissement,cae_2.3.2,,TRUE,FALSE,,,2,"Valeur limite TETE : 240
Valeurs cible TETE : 30",30,240,Valeurs cible et limite définies par le programme T.E.T.E.
cae_21.d,Consommation d'eau - bâtiments culturels et sportifs,l/m²,Culturels et sportifs,"Consommation moyenne d'eau dans les bâtiments ""culture/sport"" de la collectivité (l/m²)",cae_21.a,cae,eau_assainissement,cae_2.3.2,,TRUE,FALSE,,,2,"Valeur limite TETE : 180
Valeurs cible TETE : 40",40,180,Valeurs cible et limite définies par le programme T.E.T.E.
cae_22,Part d'énergie renouvelable et de récupération des réseaux de chaleur,%,,Part d'énergie renouvelable et de récupération (ENR&R) des réseaux de chaleur sur le territoire,,"cae, clef",energie_et_climat,cae_3.2.2,,TRUE,FALSE,,,2,"Il s'agit de mesurer la part d'énergie renouvelable et de récupération (ENR&R) du réseau de chaleur de la collectivité. La méthodologie de calcul doit être conforme à celle élaborée par le SNCU, reprise réglementairement dans le cadre de l'instruction fiscale ou le classement du réseau de chaleur. En présence de plusieurs réseaux de chaleur, une moyenne doit être réalisée.

La valeur cible est fixée à 75%.",75,,Valeur cible définie par le programme T.E.T.E.
cae_23,Part des besoins de chaleur du territoire couverts par les réseaux de chaleur ENR&R,%,,Part des besoins de chaleur du territoire (résidentiel et tertiaire) couverts par les réseaux de chaleur ENR&R,,"cae, clef",energie_et_climat,cae_3.2.2,cae_24.a,TRUE,FALSE,,,2,"Cet indicateur est le ratio entre la consommation d'énergie pour le chauffage assurée par le(s) réseau(x) de chaleur alimenté(s) en énergie renouvelable et de récupération (ENR&R) et la consommation totale d'énergie pour le chauffage du territoire (pour le résidentiel et le tertiaire, donc hors industrie).

Les réseaux de chaleur 100% fossiles ne sont pas donc pris en compte ici.

La valeur cible (10%) est basée sur le taux moyen de couverture des besoins de chaleur par les réseaux de chaleur en Europe (source : AMORCE).",10,,Valeur cible définie par le programme T.E.T.E.
cae_24.a,Production de chaleur/froid renouvelable,MWh,Thermique,Production de chaleur/froid renouvelable sur le territoire,cae_3.a,"SYDEV, clef, cae, pcaet, vecteur",energie_et_climat,cae_3.2.2,opt_val(cae_3.af)+opt_val(cae_3.ag)+opt_val(cae_3.ah)+opt_val(cae_3.ai)+opt_val(cae_3.aj)+opt_val(cae_3.ak)+opt_val(cae_3.al)+opt_val(cae_3.am)+opt_val(cae_3.an)+opt_val(cae_3.ao)+opt_val(cae_3.ap),FALSE,FALSE,,,2,"Cet indicateur mesure la production de chaleur et de rafraichissement renouvelable sur le territoire (initiative publique et privée). Les énergies renouvelables prise en compte sont celles citées selon les filières citées dans le Décret n° 2016-849 du 28 juin 2016 relatif au plan climat-air-énergie territorial : biomasse solide, pompes à chaleur, géothermie, solaire thermique, biogaz.

Par convention, 50% de la chaleur produite par l’incinération des déchets est considérée issue de déchets urbains renouvelables (source DGEC, dans ses bilans). Les pompes à chaleur prise en compte sont les pompes à chaleur eau/eau, sol/eau, sol/sol avec une efficacité énergétique ≥ 126 % (PAC basse température) et une efficacité énergétique ≥ 111 % (PAC moyenne ou haute température) (exigences du crédit d’impôt pour la transition énergétique 2018).

La cogénération à partir d'énergie fossile n'est pas prise en compte.",,,
cae_24.b,Part de la production d'énergie renouvelable chaleur/froid sur la consommation chaleur/froid,%,,Part de la production d'énergie renouvelable pour la chaleur et le rafraîchissement sur la consommation totale de chaleur/froid du territoire,,"clef, cae",energie_et_climat,cae_3.2.2,val(cae_24.a)/val(cae_2.c),TRUE,FALSE,,,2,"Cet indicateur mesure la production de chaleur et de rafraichissement renouvelable sur le territoire (initiative publique et privée), divisée par les consommations totales de chaleur et de froid du territoire (en énergie finale). Les énergies renouvelables prise en compte sont celles citées selon les filières citées dans le Décret n° 2016-849 du 28 juin 2016 relatif au plan climat-air-énergie territorial : biomasse solide, pompes à chaleur, géothermie, solaire thermique, biogaz.

Par convention, 50 % de la chaleur produite par l’incinération des déchets est considérée issue de déchets urbains renouvelables (source DGEC, dans ses bilans). Les pompes à chaleur prise en compte sont les pompes à chaleur eau/eau, sol/eau, sol/sol avec une efficacité énergétique ≥ 126 % (PAC basse température) et une efficacité énergétique ≥ 111 % (PAC moyenne ou haute température) (exigences du crédit d’impôt pour la transition énergétique 2018).

La cogénération à partir d'énergie fossile n'est pas prise en compte.

Pour connaître cet indicateur, la collectivité doit avoir effectué un bilan de ses consommations et production d'ENR tel que décrit à l'action 1.1.2 - Réaliser le diagnostic Climat-Air-Energie du territoire

Valeur limite : 10 %

Valeur cible : 38 % en Métropole, 75 % dans les DOM

L'autonomie énergétique est visée à l'horizon 2030.","si identite(localisation, Metropole) alors 38 sinon 75",10,"Valeurs cible, limite et objectif 2030 définis par le programme T.E.T.E."
cae_25.a,Production d'électricité renouvelable - territoire,MWh,Electricité,Production d'électricité renouvelable sur le territoire,cae_3.a,"clef, cae, pcaet, vecteur",energie_et_climat,cae_3.2.3,opt_val(cae_3.aa)+opt_val(cae_3.ab)+opt_val(cae_3.ac)+opt_val(cae_3.ad)+opt_val(crte_3.2)+opt_val(cae_3.aq)+opt_val(cae_3.ae),FALSE,FALSE,,,2,"Cet indicateur mesure la production d'électricité renouvelable sur le territoire (initiative publique et privée). Les énergies renouvelables prise en compte sont celles citées selon les filières citées dans le Décret n° 2016-849 du 28 juin 2016 relatif au plan climat-air-énergie territorial : éolien terrestre, solaire PV, solaire thermodynamique, hydraulique, biomasse solide, biogaz, géothermie.",,,
cae_25.b,Part de la production d'électricité renouvelable sur la consommation d'électricité,%,,Part de la production d'électricité renouvelable sur la consommation totale d'électricité sur le territoire,,"clef, cae",energie_et_climat,cae_3.2.3,val(cae_25.a)/val(cae_2.d)/10,TRUE,FALSE,,,2,"Cet indicateur mesure la production d'électricité renouvelable sur le territoire, par la collectivité, ses partenaires et les particuliers, rapporté à la consommation totale d'électricité du territoire (énergie finale). Les énergies renouvelables considérées sont celles citées dans le décret Décret n° 2016-849 du 28 juin 2016 relatif au plan climat-air-énergie territorial (éolien terrestre, solaire photovoltaïque, solaire thermodynamique, hydraulique, biomasse solide, biogaz, géothermie). L'électricité produite par cogénération via incinération des déchets en mélange compte pour 50% comme une énergie renouvelable (biomasse solide). La cogénération à partir d'énergie fossile n'est pas prise en compte.

La collectivité doit avoir effectué un bilan de ses consommations et productions d'ENR tel que décrit à l'action 1.1.2 - Réaliser le diagnostic Climat-Air-Energie du territoire

-   Valeur cible pour les territoires sans potentiel éolien et hydraulique : 16%
    
-   Valeur cible pour les territoires à fort potentiel : 40%
    
-   Valeur cible pour les DOM : 75%","si identite(localisation, DOM) alors 75 sinon si reponse(potentiel_eolien_ou_hydro, OUI) alors 40 sinon 16",,Valeur cible définie par le programme T.E.T.E.
